DrugID,ProteinID,InteractionType,edge_label
DB00228,P05181,2,Enzyme
DB00231,P08684,2,Enzyme
DB00231,P11712,2,Enzyme
DB00231,P20813,2,Enzyme
DB00233,P05164,2,Enzyme
DB00234,P08684,2,Enzyme
DB00234,P10635,2,Enzyme
DB00238,P05177,2,Enzyme
DB00238,P08684,2,Enzyme
DB00238,P10635,2,Enzyme
DB00238,P11509,2,Enzyme
DB00238,P11712,2,Enzyme
DB00238,P20813,2,Enzyme
DB00238,P20815,2,Enzyme
DB00238,P24462,2,Enzyme
DB00239,P08684,2,Enzyme
DB00239,P33261,2,Enzyme
DB00240,P08684,2,Enzyme
DB00242,P27707,2,Enzyme
DB00243,P08684,2,Enzyme
DB00243,P10635,2,Enzyme
DB00244,P18440,2,Enzyme
DB00246,P08684,2,Enzyme
DB00246,Q06278,2,Enzyme
DB00247,P08684,2,Enzyme
DB00248,P08684,2,Enzyme
DB00250,P05164,2,Enzyme
DB00250,P05181,2,Enzyme
DB00250,P08684,2,Enzyme
DB00250,P10632,2,Enzyme
DB00250,P11245,2,Enzyme
DB00250,P11712,2,Enzyme
DB00250,P20815,2,Enzyme
DB00250,P23219,2,Enzyme
DB00250,P24462,2,Enzyme
DB00250,P31513,2,Enzyme
DB00250,P33260,2,Enzyme
DB00250,P33261,2,Enzyme
DB00250,P35354,2,Enzyme
DB00252,O60656,2,Enzyme
DB00252,P05177,2,Enzyme
DB00252,P05181,2,Enzyme
DB00252,P07099,2,Enzyme
DB00252,P08684,2,Enzyme
DB00252,P10632,2,Enzyme
DB00252,P10635,2,Enzyme
DB00252,P11509,2,Enzyme
DB00252,P11712,2,Enzyme
DB00252,P15538,2,Enzyme
DB00252,P15559,2,Enzyme
DB00252,P19224,2,Enzyme
DB00252,P20813,2,Enzyme
DB00252,P20815,2,Enzyme
DB00252,P21964,2,Enzyme
DB00252,P22309,2,Enzyme
DB00252,P22310,2,Enzyme
DB00252,P24462,2,Enzyme
DB00252,P33260,2,Enzyme
DB00252,P33261,2,Enzyme
DB00253,P08684,2,Enzyme
DB00253,P20815,2,Enzyme
DB00254,P08684,2,Enzyme
DB00255,P05181,2,Enzyme
DB00255,P08684,2,Enzyme
DB00255,P10632,2,Enzyme
DB00255,P11511,2,Enzyme
DB00255,P11712,2,Enzyme
DB00255,P21964,2,Enzyme
DB00257,P05181,2,Enzyme
DB00257,P08684,2,Enzyme
DB00257,P10632,2,Enzyme
DB00257,P10635,2,Enzyme
DB00257,P11509,2,Enzyme
DB00257,P11712,2,Enzyme
DB00257,P20813,2,Enzyme
DB00257,P24462,2,Enzyme
DB00260,P20711,2,Enzyme
DB00261,P05177,2,Enzyme
DB00263,P11712,2,Enzyme
DB00264,P08684,2,Enzyme
DB00264,P10635,2,Enzyme
DB00266,P05178,2,Enzyme
DB00266,P08683,2,Enzyme
DB00266,P11712,2,Enzyme
DB00268,P05177,2,Enzyme
DB00270,P08684,2,Enzyme
DB00273,P08684,2,Enzyme
DB00273,P33261,2,Enzyme
DB00277,P00813,2,Enzyme
DB00277,P04798,2,Enzyme
DB00277,P05177,2,Enzyme
DB00277,P05181,2,Enzyme
DB00277,P08684,2,Enzyme
DB00277,P10635,2,Enzyme
DB00277,Q16678,2,Enzyme
DB00278,P08684,2,Enzyme
DB00278,P20815,2,Enzyme
DB00279,P22309,2,Enzyme
DB00280,P05177,2,Enzyme
DB00280,P08684,2,Enzyme
DB00281,P05177,2,Enzyme
DB00281,P08684,2,Enzyme
DB00281,P10632,2,Enzyme
DB00281,P10635,2,Enzyme
DB00281,P11509,2,Enzyme
DB00281,P11712,2,Enzyme
DB00281,P20813,2,Enzyme
DB00281,P20815,2,Enzyme
DB00281,P24462,2,Enzyme
DB00283,P10635,2,Enzyme
DB00285,P08684,2,Enzyme
DB00285,P10635,2,Enzyme
DB00288,P08684,2,Enzyme
DB00288,P20815,2,Enzyme
DB00289,P10635,2,Enzyme
DB00289,P33261,2,Enzyme
DB00291,P09211,2,Enzyme
DB00292,P15538,2,Enzyme
DB00292,P19099,2,Enzyme
DB00294,P08684,2,Enzyme
DB00295,P06133,2,Enzyme
DB00295,P08684,2,Enzyme
DB00295,P10632,2,Enzyme
DB00295,P16662,2,Enzyme
DB00295,P22309,2,Enzyme
DB00295,P35503,2,Enzyme
DB00295,P54855,2,Enzyme
DB00295,Q9HAW9,2,Enzyme
DB00296,P05177,2,Enzyme
DB00296,P08684,2,Enzyme
DB00296,P20813,2,Enzyme
DB00297,P08684,2,Enzyme
DB00297,P10635,2,Enzyme
DB00297,P33261,2,Enzyme
DB00300,P27144,2,Enzyme
DB00300,P54819,2,Enzyme
DB00301,P08684,2,Enzyme
DB00304,P08684,2,Enzyme
DB00304,P11712,2,Enzyme
DB00304,P22309,2,Enzyme
DB00305,P16435,2,Enzyme
DB00307,P08684,2,Enzyme
DB00307,P10632,2,Enzyme
DB00309,P08684,2,Enzyme
DB00312,P08684,2,Enzyme
DB00312,P11509,2,Enzyme
DB00312,P33261,2,Enzyme
DB00313,O60656,2,Enzyme
DB00313,P05177,2,Enzyme
DB00313,P08684,2,Enzyme
DB00313,P11509,2,Enzyme
DB00313,P11712,2,Enzyme
DB00313,P16662,2,Enzyme
DB00313,P19224,2,Enzyme
DB00313,P20813,2,Enzyme
DB00313,P20815,2,Enzyme
DB00313,P22309,2,Enzyme
DB00313,P22310,2,Enzyme
DB00313,P23219,2,Enzyme
DB00313,P33261,2,Enzyme
DB00313,P35503,2,Enzyme
DB00313,P54855,2,Enzyme
DB00313,Q9HAW8,2,Enzyme
DB00313,Q9HAW9,2,Enzyme
DB00315,P05177,2,Enzyme
DB00315,P21397,2,Enzyme
DB00316,O00519,2,Enzyme
DB00316,O60656,2,Enzyme
DB00316,P05177,2,Enzyme
DB00316,P05181,2,Enzyme
DB00316,P08684,2,Enzyme
DB00316,P09211,2,Enzyme
DB00316,P09488,2,Enzyme
DB00316,P0DMM9,2,Enzyme
DB00316,P10635,2,Enzyme
DB00316,P11245,2,Enzyme
DB00316,P11509,2,Enzyme
DB00316,P19224,2,Enzyme
DB00316,P22309,2,Enzyme
DB00316,P50225,2,Enzyme
DB00316,P54855,2,Enzyme
DB00317,P04798,2,Enzyme
DB00317,P08684,2,Enzyme
DB00317,P10635,2,Enzyme
DB00317,P11712,2,Enzyme
DB00317,P20815,2,Enzyme
DB00317,P33261,2,Enzyme
DB00320,P08684,2,Enzyme
DB00321,P05177,2,Enzyme
DB00321,P08684,2,Enzyme
DB00321,P10632,2,Enzyme
DB00321,P10635,2,Enzyme
DB00321,P11712,2,Enzyme
DB00321,P20813,2,Enzyme
DB00321,P20815,2,Enzyme
DB00321,P22310,2,Enzyme
DB00321,P33261,2,Enzyme
DB00321,P36537,2,Enzyme
DB00322,P11712,2,Enzyme
DB00322,P19971,2,Enzyme
DB00324,P08684,2,Enzyme
DB00324,P20815,2,Enzyme
DB00325,P04798,2,Enzyme
DB00328,O60656,2,Enzyme
DB00328,P11712,2,Enzyme
DB00328,P16662,2,Enzyme
DB00328,P22309,2,Enzyme
DB00328,P23141,2,Enzyme
DB00328,P33261,2,Enzyme
DB00330,P05177,2,Enzyme
DB00330,P05181,2,Enzyme
DB00330,P08684,2,Enzyme
DB00330,P10635,2,Enzyme
DB00330,P11509,2,Enzyme
DB00330,P11712,2,Enzyme
DB00330,P33261,2,Enzyme
DB00333,P05177,2,Enzyme
DB00333,P08684,2,Enzyme
DB00333,P10632,2,Enzyme
DB00333,P10635,2,Enzyme
DB00333,P11511,2,Enzyme
DB00333,P11712,2,Enzyme
DB00333,P20813,2,Enzyme
DB00333,P24462,2,Enzyme
DB00333,P33260,2,Enzyme
DB00333,P33261,2,Enzyme
DB00334,P05177,2,Enzyme
DB00334,P08684,2,Enzyme
DB00334,P10635,2,Enzyme
DB00334,P11712,2,Enzyme
DB00334,P22310,2,Enzyme
DB00334,P31513,2,Enzyme
DB00334,P33261,2,Enzyme
DB00335,P10635,2,Enzyme
DB00336,P47989,2,Enzyme
DB00338,P04798,2,Enzyme
DB00338,P05177,2,Enzyme
DB00338,P08684,2,Enzyme
DB00338,P10632,2,Enzyme
DB00338,P10635,2,Enzyme
DB00338,P11712,2,Enzyme
DB00338,P33260,2,Enzyme
DB00338,P33261,2,Enzyme
DB00338,Q16678,2,Enzyme
DB00339,P47989,2,Enzyme
DB00339,Q06278,2,Enzyme
DB00343,P08684,2,Enzyme
DB00343,P10632,2,Enzyme
DB00343,P10635,2,Enzyme
DB00343,P20815,2,Enzyme
DB00343,P24462,2,Enzyme
DB00343,P33261,2,Enzyme
DB00346,P08684,2,Enzyme
DB00347,P05181,2,Enzyme
DB00347,P08684,2,Enzyme
DB00347,P10632,2,Enzyme
DB00347,P11712,2,Enzyme
DB00347,P33261,2,Enzyme
DB00350,P22309,2,Enzyme
DB00351,P08684,2,Enzyme
DB00352,P00492,2,Enzyme
DB00353,P08684,2,Enzyme
DB00356,P04798,2,Enzyme
DB00356,P05177,2,Enzyme
DB00356,P05181,2,Enzyme
DB00356,P08684,2,Enzyme
DB00356,P10635,2,Enzyme
DB00356,P11509,2,Enzyme
DB00357,P08684,2,Enzyme
DB00357,P33261,2,Enzyme
DB00358,P06276,2,Enzyme
DB00358,P08684,2,Enzyme
DB00358,P11511,2,Enzyme
DB00358,P22303,2,Enzyme
DB00359,P08684,2,Enzyme
DB00359,P10632,2,Enzyme
DB00359,P11712,2,Enzyme
DB00360,P35354,2,Enzyme
DB00361,P08684,2,Enzyme
DB00361,P10635,2,Enzyme
DB00363,P04798,2,Enzyme
DB00363,P05177,2,Enzyme
DB00363,P08684,2,Enzyme
DB00363,P10632,2,Enzyme
DB00363,P10635,2,Enzyme
DB00363,P11509,2,Enzyme
DB00363,P11712,2,Enzyme
DB00363,P22310,2,Enzyme
DB00363,P31513,2,Enzyme
DB00363,P33261,2,Enzyme
DB00366,Q14097,2,Enzyme
DB00367,P08684,2,Enzyme
DB00367,P20815,2,Enzyme
DB00369,P19971,2,Enzyme
DB00370,P05177,2,Enzyme
DB00370,P08684,2,Enzyme
DB00370,P10635,2,Enzyme
DB00373,P10635,2,Enzyme
DB00373,P33261,2,Enzyme
DB00374,P11712,2,Enzyme
DB00377,P05177,2,Enzyme
DB00377,P08684,2,Enzyme
DB00377,P10635,2,Enzyme
DB00379,P05177,2,Enzyme
DB00379,P05181,2,Enzyme
DB00379,P08684,2,Enzyme
DB00379,P10635,2,Enzyme
DB00379,P20813,2,Enzyme
DB00381,P04798,2,Enzyme
DB00381,P08684,2,Enzyme
DB00381,P10632,2,Enzyme
DB00381,P10635,2,Enzyme
DB00381,P20813,2,Enzyme
DB00381,P20815,2,Enzyme
DB00384,P05177,2,Enzyme
DB00388,P05177,2,Enzyme
DB00388,P0DMM9,2,Enzyme
DB00388,P21397,2,Enzyme
DB00388,P27338,2,Enzyme
DB00389,P11511,2,Enzyme
DB00390,P05108,2,Enzyme
DB00391,P06276,2,Enzyme
DB00392,P06276,2,Enzyme
DB00393,P08684,2,Enzyme
DB00394,P08684,2,Enzyme
DB00394,P20815,2,Enzyme
DB00395,P33261,2,Enzyme
DB00396,P04798,2,Enzyme
DB00396,P05093,2,Enzyme
DB00396,P08684,2,Enzyme
DB00396,P10635,2,Enzyme
DB00396,P11509,2,Enzyme
DB00396,P11712,2,Enzyme
DB00396,P20815,2,Enzyme
DB00396,P24462,2,Enzyme
DB00396,P33261,2,Enzyme
DB00396,Q16678,2,Enzyme
DB00398,O60656,2,Enzyme
DB00398,P05177,2,Enzyme
DB00398,P08684,2,Enzyme
DB00398,P10632,2,Enzyme
DB00398,P10635,2,Enzyme
DB00398,P11712,2,Enzyme
DB00398,P20813,2,Enzyme
DB00398,P20815,2,Enzyme
DB00398,P22309,2,Enzyme
DB00398,P24462,2,Enzyme
DB00398,P33261,2,Enzyme
DB00400,P05177,2,Enzyme
DB00400,P08684,2,Enzyme
DB00401,P08684,2,Enzyme
DB00401,P20815,2,Enzyme
DB00401,P24462,2,Enzyme
DB00402,P08684,2,Enzyme
DB00402,P10632,2,Enzyme
DB00411,P22303,2,Enzyme
DB00411,P47712,2,Enzyme
DB00412,P05177,2,Enzyme
DB00412,P05181,2,Enzyme
DB00412,P08684,2,Enzyme
DB00412,P10632,2,Enzyme
DB00412,P10635,2,Enzyme
DB00412,P11712,2,Enzyme
DB00412,P20813,2,Enzyme
DB00412,P23219,2,Enzyme
DB00418,P05177,2,Enzyme
DB00418,P10632,2,Enzyme
DB00418,P11712,2,Enzyme
DB00418,P33261,2,Enzyme
DB00420,P05177,2,Enzyme
DB00420,P08684,2,Enzyme
DB00420,P10635,2,Enzyme
DB00420,P11712,2,Enzyme
DB00420,P33261,2,Enzyme
DB00421,P10632,2,Enzyme
DB00421,P15538,2,Enzyme
DB00425,P05177,2,Enzyme
DB00425,P08684,2,Enzyme
DB00425,P10635,2,Enzyme
DB00425,P11712,2,Enzyme
DB00425,P33261,2,Enzyme
DB00426,Q06278,2,Enzyme
DB00428,P04798,2,Enzyme
DB00428,P05177,2,Enzyme
DB00428,P05181,2,Enzyme
DB00432,P04183,2,Enzyme
DB00432,P19971,2,Enzyme
DB00433,P10635,2,Enzyme
DB00434,P22310,2,Enzyme
DB00434,P35503,2,Enzyme
DB00434,P36537,2,Enzyme
DB00436,P51580,2,Enzyme
DB00437,P47989,2,Enzyme
DB00437,Q06278,2,Enzyme
DB00440,P05177,2,Enzyme
DB00440,P08684,2,Enzyme
DB00440,P10632,2,Enzyme
DB00440,P11712,2,Enzyme
DB00441,O00142,2,Enzyme
DB00441,P15531,2,Enzyme
DB00441,P27707,2,Enzyme
DB00441,P30085,2,Enzyme
DB00441,P32320,2,Enzyme
DB00443,P08684,2,Enzyme
DB00443,P10632,2,Enzyme
DB00443,P11509,2,Enzyme
DB00443,P11511,2,Enzyme
DB00443,P11712,2,Enzyme
DB00443,P20813,2,Enzyme
DB00443,P20815,2,Enzyme
DB00443,P24462,2,Enzyme
DB00443,P33261,2,Enzyme
DB00443,Q16678,2,Enzyme
DB00444,P08684,2,Enzyme
DB00444,P11712,2,Enzyme
DB00444,P20815,2,Enzyme
DB00444,P33261,2,Enzyme
DB00445,P16662,2,Enzyme
DB00445,P47712,2,Enzyme
DB00446,P00484,2,Enzyme
DB00446,P08684,2,Enzyme
DB00446,P20815,2,Enzyme
DB00446,P24462,2,Enzyme
DB00446,P26841,2,Enzyme
DB00446,P33261,2,Enzyme
DB00446,Q56148,2,Enzyme
DB00448,P04798,2,Enzyme
DB00448,P08684,2,Enzyme
DB00448,P10632,2,Enzyme
DB00448,P10635,2,Enzyme
DB00448,P11712,2,Enzyme
DB00448,P33260,2,Enzyme
DB00448,P33261,2,Enzyme
DB00448,Q16678,2,Enzyme
DB00451,P08183,2,Enzyme
DB00451,P10632,2,Enzyme
DB00451,P22309,2,Enzyme
DB00454,P05177,2,Enzyme
DB00454,P08684,2,Enzyme
DB00454,P10635,2,Enzyme
DB00454,P20813,2,Enzyme
DB00454,P33261,2,Enzyme
DB00455,P04798,2,Enzyme
DB00455,P05177,2,Enzyme
DB00455,P08684,2,Enzyme
DB00455,P10632,2,Enzyme
DB00455,P10635,2,Enzyme
DB00455,P11712,2,Enzyme
DB00455,P20813,2,Enzyme
DB00455,P20815,2,Enzyme
DB00455,P22309,2,Enzyme
DB00455,P33261,2,Enzyme
DB00455,P35503,2,Enzyme
DB00455,P36537,2,Enzyme
DB00455,P54855,2,Enzyme
DB00458,P05177,2,Enzyme
DB00458,P05181,2,Enzyme
DB00458,P08684,2,Enzyme
DB00458,P10635,2,Enzyme
DB00458,P20813,2,Enzyme
DB00458,P24462,2,Enzyme
DB00458,P33260,2,Enzyme
DB00458,P33261,2,Enzyme
DB00461,P05164,2,Enzyme
DB00461,P05177,2,Enzyme
DB00461,P11712,2,Enzyme
DB00461,P17516,2,Enzyme
DB00461,P28845,2,Enzyme
DB00461,P52895,2,Enzyme
DB00461,Q04828,2,Enzyme
DB00465,P10632,2,Enzyme
DB00465,P11712,2,Enzyme
DB00465,P16662,2,Enzyme
DB00467,P05177,2,Enzyme
DB00468,P04798,2,Enzyme
DB00468,P05177,2,Enzyme
DB00468,P05181,2,Enzyme
DB00468,P08684,2,Enzyme
DB00468,P10632,2,Enzyme
DB00468,P10635,2,Enzyme
DB00468,P11712,2,Enzyme
DB00468,P20815,2,Enzyme
DB00468,P24462,2,Enzyme
DB00468,P33261,2,Enzyme
DB00469,P11712,2,Enzyme
DB00471,P08684,2,Enzyme
DB00471,P10632,2,Enzyme
DB00471,P11509,2,Enzyme
DB00471,P11712,2,Enzyme
DB00471,P23219,2,Enzyme
DB00472,P05177,2,Enzyme
DB00472,P08684,2,Enzyme
DB00472,P10635,2,Enzyme
DB00472,P11712,2,Enzyme
DB00472,P20813,2,Enzyme
DB00472,P20815,2,Enzyme
DB00472,P33261,2,Enzyme
DB00472,Q14097,2,Enzyme
DB00476,P05177,2,Enzyme
DB00476,P08684,2,Enzyme
DB00476,P10635,2,Enzyme
DB00476,P11712,2,Enzyme
DB00476,P20813,2,Enzyme
DB00476,P33261,2,Enzyme
DB00477,P05177,2,Enzyme
DB00477,P05181,2,Enzyme
DB00477,P06276,2,Enzyme
DB00477,P08684,2,Enzyme
DB00477,P10635,2,Enzyme
DB00481,P08684,2,Enzyme
DB00481,P10632,2,Enzyme
DB00481,P11511,2,Enzyme
DB00481,P20813,2,Enzyme
DB00481,P22309,2,Enzyme
DB00481,Q06278,2,Enzyme
DB00481,Q9HAW8,2,Enzyme
DB00481,Q9HAW9,2,Enzyme
DB00482,P08684,2,Enzyme
DB00482,P10632,2,Enzyme
DB00482,P10635,2,Enzyme
DB00482,P11712,2,Enzyme
DB00484,Q06278,2,Enzyme
DB00485,P08684,2,Enzyme
DB00486,P05181,2,Enzyme
DB00486,P10632,2,Enzyme
DB00486,P11712,2,Enzyme
DB00487,P05177,2,Enzyme
DB00489,P10635,2,Enzyme
DB00490,P08684,2,Enzyme
DB00490,P10635,2,Enzyme
DB00490,P20815,2,Enzyme
DB00490,P24462,2,Enzyme
DB00491,P04746,2,Enzyme
DB00494,O60656,2,Enzyme
DB00494,P10635,2,Enzyme
DB00494,P21964,2,Enzyme
DB00495,P04183,2,Enzyme
DB00495,P08684,2,Enzyme
DB00495,P11509,2,Enzyme
DB00495,P11712,2,Enzyme
DB00495,P16662,2,Enzyme
DB00495,P22309,2,Enzyme
DB00496,P08684,2,Enzyme
DB00496,P10635,2,Enzyme
DB00499,P04798,2,Enzyme
DB00499,P05177,2,Enzyme
DB00499,P08684,2,Enzyme
DB00499,P20815,2,Enzyme
DB00499,Q16678,2,Enzyme
DB00500,P05164,2,Enzyme
DB00500,P48775,2,Enzyme
DB00501,P05177,2,Enzyme
DB00501,P05181,2,Enzyme
DB00501,P08684,2,Enzyme
DB00501,P10632,2,Enzyme
DB00501,P10635,2,Enzyme
DB00501,P11712,2,Enzyme
DB00501,P15538,2,Enzyme
DB00501,P20815,2,Enzyme
DB00501,P31513,2,Enzyme
DB00501,P33261,2,Enzyme
DB00501,Q01740,2,Enzyme
DB00502,O60656,2,Enzyme
DB00502,P04798,2,Enzyme
DB00502,P05177,2,Enzyme
DB00502,P08684,2,Enzyme
DB00502,P10635,2,Enzyme
DB00502,P11712,2,Enzyme
DB00502,P16152,2,Enzyme
DB00502,P20815,2,Enzyme
DB00502,P24462,2,Enzyme
DB00502,P33261,2,Enzyme
DB00503,P05177,2,Enzyme
DB00503,P08684,2,Enzyme
DB00503,P10632,2,Enzyme
DB00503,P10635,2,Enzyme
DB00503,P11712,2,Enzyme
DB00503,P20813,2,Enzyme
DB00503,P20815,2,Enzyme
DB00503,P24462,2,Enzyme
DB00503,P33261,2,Enzyme
DB00507,P94692,2,Enzyme
DB00508,P06276,2,Enzyme
DB00513,Q06278,2,Enzyme
DB00514,O75795,2,Enzyme
DB00514,P06133,2,Enzyme
DB00514,P08684,2,Enzyme
DB00514,P10635,2,Enzyme
DB00514,P11712,2,Enzyme
DB00514,P16662,2,Enzyme
DB00514,P20813,2,Enzyme
DB00514,P24462,2,Enzyme
DB00514,P33261,2,Enzyme
DB00514,P54855,2,Enzyme
DB00515,P00441,2,Enzyme
DB00515,P02795,2,Enzyme
DB00515,P04731,2,Enzyme
DB00515,P05164,2,Enzyme
DB00515,P06276,2,Enzyme
DB00515,P09211,2,Enzyme
DB00515,P09488,2,Enzyme
DB00515,P11712,2,Enzyme
DB00515,P15559,2,Enzyme
DB00515,P20813,2,Enzyme
DB00515,P30711,2,Enzyme
DB00515,P35354,2,Enzyme
DB00515,P47989,2,Enzyme
DB00515,P9WJI5,2,Enzyme
DB00515,Q02928,2,Enzyme
DB00518,P04798,2,Enzyme
DB00518,P05177,2,Enzyme
DB00518,P08684,2,Enzyme
DB00518,P33261,2,Enzyme
DB00519,P23141,2,Enzyme
DB00521,P10635,2,Enzyme
DB00526,P00441,2,Enzyme
DB00526,P02795,2,Enzyme
DB00526,P04731,2,Enzyme
DB00526,P05164,2,Enzyme
DB00526,P09211,2,Enzyme
DB00526,P09488,2,Enzyme
DB00526,P15559,2,Enzyme
DB00526,P30711,2,Enzyme
DB00527,P06276,2,Enzyme
DB00528,P08684,2,Enzyme
DB00528,P10635,2,Enzyme
DB00528,P20815,2,Enzyme
DB00528,P24462,2,Enzyme
DB00530,P04798,2,Enzyme
DB00530,P05177,2,Enzyme
DB00530,P08684,2,Enzyme
DB00530,P10632,2,Enzyme
DB00530,P10635,2,Enzyme
DB00530,P20815,2,Enzyme
DB00530,P22309,2,Enzyme
DB00530,Q16678,2,Enzyme
DB00531,P08684,2,Enzyme
DB00531,P10632,2,Enzyme
DB00531,P11509,2,Enzyme
DB00531,P11712,2,Enzyme
DB00531,P20813,2,Enzyme
DB00531,P20815,2,Enzyme
DB00531,P33260,2,Enzyme
DB00531,P33261,2,Enzyme
DB00537,P05177,2,Enzyme
DB00537,P08684,2,Enzyme
DB00537,P20815,2,Enzyme
DB00537,P24462,2,Enzyme
DB00539,P04798,2,Enzyme
DB00539,P08684,2,Enzyme
DB00540,P05177,2,Enzyme
DB00540,P05181,2,Enzyme
DB00540,P08684,2,Enzyme
DB00540,P10635,2,Enzyme
DB00540,P20815,2,Enzyme
DB00540,P33261,2,Enzyme
DB00542,P42898,2,Enzyme
DB00543,P10635,2,Enzyme
DB00544,O95045,2,Enzyme
DB00544,P04818,2,Enzyme
DB00544,P05177,2,Enzyme
DB00544,P10632,2,Enzyme
DB00544,P11172,2,Enzyme
DB00544,P11509,2,Enzyme
DB00544,P11712,2,Enzyme
DB00544,P19971,2,Enzyme
DB00544,P42898,2,Enzyme
DB00544,Q06203,2,Enzyme
DB00544,Q12882,2,Enzyme
DB00544,Q16831,2,Enzyme
DB00545,P06276,2,Enzyme
DB00545,P08684,2,Enzyme
DB00545,P22303,2,Enzyme
DB00549,P05177,2,Enzyme
DB00549,P08684,2,Enzyme
DB00549,P10632,2,Enzyme
DB00549,P10635,2,Enzyme
DB00549,P11712,2,Enzyme
DB00549,P23219,2,Enzyme
DB00549,P33261,2,Enzyme
DB00550,P04798,2,Enzyme
DB00550,P05164,2,Enzyme
DB00550,P09172,2,Enzyme
DB00553,P04798,2,Enzyme
DB00553,P05177,2,Enzyme
DB00553,P11509,2,Enzyme
DB00553,Q16696,2,Enzyme
DB00554,P10632,2,Enzyme
DB00554,P11712,2,Enzyme
DB00555,P00374,2,Enzyme
DB00557,P08684,2,Enzyme
DB00557,P10635,2,Enzyme
DB00557,P20815,2,Enzyme
DB00559,P08684,2,Enzyme
DB00559,P11712,2,Enzyme
DB00563,P00374,2,Enzyme
DB00563,P04818,2,Enzyme
DB00563,P08684,2,Enzyme
DB00563,P31939,2,Enzyme
DB00563,P42898,2,Enzyme
DB00563,P52209,2,Enzyme
DB00563,Q05932,2,Enzyme
DB00563,Q06278,2,Enzyme
DB00563,Q92820,2,Enzyme
DB00564,P05177,2,Enzyme
DB00564,P08684,2,Enzyme
DB00564,P10632,2,Enzyme
DB00564,P11712,2,Enzyme
DB00564,P16662,2,Enzyme
DB00564,P19224,2,Enzyme
DB00564,P20813,2,Enzyme
DB00564,P20815,2,Enzyme
DB00564,P22309,2,Enzyme
DB00564,P33261,2,Enzyme
DB00564,Q9HAW7,2,Enzyme
DB00568,P04798,2,Enzyme
DB00568,P05177,2,Enzyme
DB00568,P08684,2,Enzyme
DB00568,P10635,2,Enzyme
DB00568,P11509,2,Enzyme
DB00568,P11712,2,Enzyme
DB00568,P20813,2,Enzyme
DB00571,P04798,2,Enzyme
DB00571,P05177,2,Enzyme
DB00571,P08684,2,Enzyme
DB00571,P10635,2,Enzyme
DB00571,P20815,2,Enzyme
DB00571,P21397,2,Enzyme
DB00571,P24462,2,Enzyme
DB00571,P33261,2,Enzyme
DB00575,P04798,2,Enzyme
DB00575,P05177,2,Enzyme
DB00575,P08684,2,Enzyme
DB00575,P10635,2,Enzyme
DB00575,P20815,2,Enzyme
DB00576,P11712,2,Enzyme
DB00577,P06478,2,Enzyme
DB00577,Q16774,2,Enzyme
DB00578,P47712,2,Enzyme
DB00582,P08684,2,Enzyme
DB00582,P11712,2,Enzyme
DB00582,P20813,2,Enzyme
DB00582,P20815,2,Enzyme
DB00582,P23219,2,Enzyme
DB00582,P24462,2,Enzyme
DB00582,P31513,2,Enzyme
DB00582,P33261,2,Enzyme
DB00582,Q01740,2,Enzyme
DB00585,P06276,2,Enzyme
DB00586,O60656,2,Enzyme
DB00586,P05177,2,Enzyme
DB00586,P05181,2,Enzyme
DB00586,P06133,2,Enzyme
DB00586,P08684,2,Enzyme
DB00586,P09917,2,Enzyme
DB00586,P10632,2,Enzyme
DB00586,P11712,2,Enzyme
DB00586,P14555,2,Enzyme
DB00586,P16662,2,Enzyme
DB00586,P20813,2,Enzyme
DB00586,P33260,2,Enzyme
DB00586,P33261,2,Enzyme
DB00586,P35503,2,Enzyme
DB00588,P08684,2,Enzyme
DB00588,P10632,2,Enzyme
DB00588,P20815,2,Enzyme
DB00588,P24462,2,Enzyme
DB00589,P08684,2,Enzyme
DB00590,P08684,2,Enzyme
DB00590,P10635,2,Enzyme
DB00590,P11712,2,Enzyme
DB00590,P33261,2,Enzyme
DB00591,P08684,2,Enzyme
DB00592,P10635,2,Enzyme
DB00593,P05181,2,Enzyme
DB00593,P08684,2,Enzyme
DB00594,P19801,2,Enzyme
DB00594,Q9TRC7,2,Enzyme
DB00598,O60656,2,Enzyme
DB00598,P10635,2,Enzyme
DB00598,P16662,2,Enzyme
DB00598,P22309,2,Enzyme
DB00598,P33261,2,Enzyme
DB00599,P33261,2,Enzyme
DB00601,P21397,2,Enzyme
DB00601,P27338,2,Enzyme
DB00603,P04800,2,Enzyme
DB00603,P08684,2,Enzyme
DB00603,P10632,2,Enzyme
DB00603,P11712,2,Enzyme
DB00603,P26439,2,Enzyme
DB00605,P04798,2,Enzyme
DB00607,P05177,2,Enzyme
DB00607,P08684,2,Enzyme
DB00608,P04798,2,Enzyme
DB00608,P08684,2,Enzyme
DB00608,P10632,2,Enzyme
DB00608,P10635,2,Enzyme
DB00608,P20815,2,Enzyme
DB00612,P08684,2,Enzyme
DB00613,P04798,2,Enzyme
DB00613,P10632,2,Enzyme
DB00613,P10635,2,Enzyme
DB00613,P11712,2,Enzyme
DB00613,Q16678,2,Enzyme
DB00617,P05181,2,Enzyme
DB00617,P08684,2,Enzyme
DB00617,P10632,2,Enzyme
DB00617,P11712,2,Enzyme
DB00619,P05177,2,Enzyme
DB00619,P08684,2,Enzyme
DB00619,P10632,2,Enzyme
DB00619,P10635,2,Enzyme
DB00619,P11712,2,Enzyme
DB00619,P20815,2,Enzyme
DB00619,P23219,2,Enzyme
DB00619,P24462,2,Enzyme
DB00619,P33261,2,Enzyme
